nome,significado,origem,url
Navy,"Significa ""marinha"", ""uma frota de embarcações militares"". 
Esse nome, que se tornou tendência nos EUA, é considerado unissex e significa ""marinha"", ""uma frota de embarcações militares"", a partir do inglês.","Inglesa, Americana",https://www.dicionariodenomesproprios.com.br/navy/
Nayara,"Significa “lugar entre as rochas”, “lugar rochoso”, “cidade localizada no meio das pedras”.
Nayara é uma variante do nome de origem basca Naiara, originado a partir de uma cidade espanhola chamada Nájera. Este nome, por sua vez, tem origem do árabe e designou a cidade na altura em que o território espanhol era disputado pelos mouros. Significa “lugar entre as rochas” ou “lugar entre rochedos”.","Espanhola, Basca",https://www.dicionariodenomesproprios.com.br/nayara/
Nayra,"Significa “Náiade”, “ninfa das águas”, “a que nada”, “nadadora”.
É uma variante gráfica de Naira, originado a partir do grego Náeira, que quer dizer literalmente “Náiade”. Náiade provém do grego náeira, de náein, que significa ''fluir, nadar'', através do latim naias, naiadis, fica com o significado de ''a que nada'' e ''nadadora''.","Grega, Latina",https://www.dicionariodenomesproprios.com.br/nayra/
Nazaré,"Significa “consagrar-se a Deus”.
Sua origem é incerta e desde muito tempo vem sendo especulada. É provável que tenha origem no hebraico Natzráth, a partir de nazar, que quer dizer “consagrar-se a Deus”.",Hebraica,https://www.dicionariodenomesproprios.com.br/nazare/
Nazária,Consagra-se a Deus.,Hebraica,https://www.dicionariodenomesproprios.com.br/nazaria/
Nazariela,Auxiliada por Deus.,Hebraica,https://www.dicionariodenomesproprios.com.br/nazariela/
Nazira,Pessoa dinstinta.,Grega,https://www.dicionariodenomesproprios.com.br/nazira/
Neda,Ninfa.,Grega,https://www.dicionariodenomesproprios.com.br/neda/
Nefertari,"Significa “a mais bela”, “a mais perfeita”. 
Nome que tem origem no Egito Antigo e significa “a mais bela”, “a mais perfeita”.",Egípcia,https://www.dicionariodenomesproprios.com.br/nefertari/
Nefertiti,"Significa ""a bela chegou"", ""a beleza chegou"" ou ""é chegada a bela"".
Esse nome pertence a uma das mais influentes rainhas do Antigo Egito, a esposa do faraó Amenhotep IV (Akhenaton). Seu nome surge a partir do egípcio Nfrt-jytj, que significa ""a bela chegou"", ""a beleza chegou"" ou ""é chegada a bela"".",Egípcia,https://www.dicionariodenomesproprios.com.br/nefertiti/
Néftis,"Significa ""senhora da casa"" ou ""senhora do templo"". 
Esse nome feminino provém do grego Nephthys, que deriva do egípcio Nebet-Hut, o qual é composto pelos termos nbt, que significa ""senhora"" e hwt, que é ""casa"", fica com o significado de ""senhora da casa"".",Egípcia,https://www.dicionariodenomesproprios.com.br/neftis/
Néia,"Significa “a luminosa” ou “aquela que pertence à natureza de Lúcio”; “coxa”, “manca”.
Antes de ser adotado como nome, era comum que Néia fosse utilizado como termo afetivo para meninas registradas com prenomes que tivessem essa terminação.",Portuguesa,https://www.dicionariodenomesproprios.com.br/neia/
Neica,Proveniente de Neiva.,Latina,https://www.dicionariodenomesproprios.com.br/neica/
Neida,Habilidosa.,Germânica,https://www.dicionariodenomesproprios.com.br/neida/
Neide,"Significa ""filha de Eneias"" ou ""filha do homem abençoado"", ""descendente do homem sortudo"".
Neide é uma adaptação do nome francês Énéide, correspondente ao português Eneida. Trata-se de um nome de origem grega, do grego Aineís, que chegou à língua portuguesa através do latim Aeneida.","Grega, Francesa",https://www.dicionariodenomesproprios.com.br/neide/
Neila,"Significa “campeã”.
Tem origem no inglês Neilla, a partir do nome anglo-saxão masculino Neil, proveniente do gaélico Nial, niad, que quer dizer “campeão”.","Inglesa, Anglo-Saxônica, Gaélica",https://www.dicionariodenomesproprios.com.br/neila/
Neiva,"Significa “nascido na freguesia da Ribeira Neiva”, “habitante da freguesia da Ribeira Neiva”; “branca e suave” ou “branca como a espuma do mar”.
Embora não seja possível afirmar qual a origem do nome Neiva, estudiosos da onomástica apontam algumas possibilidades de étimos.","Francesa, Portuguesa",https://www.dicionariodenomesproprios.com.br/neiva/
Neli,"Significa “a reluzente”, “resplandecente”.
Tem origem no inglês Nelly, diminutivo de Nell, que surgiu como um diminutivo medieval dos nomes Eleanor, Ellen ou Helen, todos calcados como variantes de Helena, que vem do grego Heléne “tocha”, derivado de hélê “raio de sol”.","Grega, Inglesa",https://www.dicionariodenomesproprios.com.br/neli/
Nelita,Apelido carinhoso para Helena.,Italiana,https://www.dicionariodenomesproprios.com.br/nelita/
Nelly,"Significa “a reluzente” ou “a que resplandece”.
Nelly é um nome de origem inglesa e tipicamente adotado pelo sexo feminino, seja como nome próprio ou apelido.","Grega, Inglesa",https://www.dicionariodenomesproprios.com.br/nelly/
Nelma,"Significa “aquela que vive em um olmeiro”, “habitante de um local repleto de ulmeiros”, “aquela que nasceu perto dos ulmeiros”.
O nome Nelma tem origem inglesa. Surge do inglês antigo Nelms ou, em outra versão, Nelmes, que significa literalmente “aquela que vive em um olmeiro”.",Inglesa,https://www.dicionariodenomesproprios.com.br/nelma/
Neméia,"Nome da região, onde Hércules salvou todo o povo.",Grega,https://www.dicionariodenomesproprios.com.br/nemeia/
Nênia,Deusa das lamentações fúnebres entre os romanos.,Romana,https://www.dicionariodenomesproprios.com.br/nenia/
Neófita,Convertida para a fé.,Grega,https://www.dicionariodenomesproprios.com.br/neofita/
Neputira,Floresce no campo.,Indígena,https://www.dicionariodenomesproprios.com.br/neputira/
Nereza,Variante ortográfica de Tereza.,Grega,https://www.dicionariodenomesproprios.com.br/nereza/
Néria,Deusa dos sabinos.,Mitológica,https://www.dicionariodenomesproprios.com.br/neria/
Neriá,Veja Neriah,Hebraica,https://www.dicionariodenomesproprios.com.br/neria-1/
Neriah,A luz do senhor.,Hebraica,https://www.dicionariodenomesproprios.com.br/neriah/
Nerina,Filha do Deus Marinho Nereu.,Grega,https://www.dicionariodenomesproprios.com.br/nerina/
Nerine,Maneira latinizada de escrever nereida.,Latina,https://www.dicionariodenomesproprios.com.br/nerine/
Neusa,"Significa ""a nadadora"" ou ""a que está nadando"".
Tem origem no nome grego Néousa, que surgiu a partir do verbo néo, que significa ""nadar"". É um nome bastante popular entre os brasileiros, assim como a sua variante Neuza.",Grega,https://www.dicionariodenomesproprios.com.br/neusa/
Niara,"Significa “determinada com os seus desígnios”, “mulher em busca de grandes objetivos”.
A origem do nome Niara é indígena. Embora não seja possível confirmar qual o seu étimo, estudiosos da onomástica indicam que o mesmo reflita determinação para realizar objetivos.",Indígena,https://www.dicionariodenomesproprios.com.br/niara/
Nice,"Significa “a vitoriosa”.
Tem origem a partir do nome grego Níkaia, derivado da palavra níke, que quer dizer “vitória”, por extensão e atribuído o significado de “vitoriosa”.","Grega, Mitológica",https://www.dicionariodenomesproprios.com.br/nice/
Nicéia,Grande amor de Baco.,Mitológica,https://www.dicionariodenomesproprios.com.br/niceia/
Nícia,Variante de Nice.,Germânica,https://www.dicionariodenomesproprios.com.br/nicia/
Nicias,A que vence sempre.,Grega,https://www.dicionariodenomesproprios.com.br/nicias/
Nicole,"Significa “a que vence com o povo” ou “a que conduz o povo à vitória”.
Nicole surgiu a partir do francês Nicole, que é a variante feminina de Nicolau, nome de origem grega.","Grega, Francesa",https://www.dicionariodenomesproprios.com.br/nicole/
Nicole Beatriz,"Significa “a que vence com o povo e que traz felicidade"", ""a que conduz o povo à vitória e os faz felizes"" ou ""a viajante que vence com o povo"".
Esse nome é composto pelos nomes próprios femininos Nicole e Beatriz.","Grega, Latina, Francesa",https://www.dicionariodenomesproprios.com.br/nicole-beatriz/
Nicolly,"Significa “a que vence com o povo” ou “a que conduz o povo à vitória”.
Nicolly tem origem no nome grego Nicolau. É formado pela junção dos elementos níke, que significa “vitória”, e laos, que significa “povo”, da qual resulta o significado “a que vence com o povo” ou “a que conduz o povo à vitória”.",Grega,https://www.dicionariodenomesproprios.com.br/nicolly/
Nicoly,"Significa “a que vence com o povo” ou “a que conduz o povo à vitória”.
Tem origem no nome grego Nikólaos (Nicolau, em português) que é o resultado da junção das palavras níke, o mesmo que “vitória” e laos, o mesmo que “povo”, que significa “a que vence com o povo” ou “a que conduz o povo à vitória”.",Francesa,https://www.dicionariodenomesproprios.com.br/nicoly/
Nila,"Significa “azul escuro”, “anil”.
É provável que o nome Nila tenha origem no sânscrito e que seu significado seja azul escuro.",Sânscrita,https://www.dicionariodenomesproprios.com.br/nila/
Nilce,"Significa “filha de Neil ou Niel”, “filha do campeão”.
Nilce tem origem a partir do nome anglo-saxão Neil ou Niel, que é formado pela junção do elemento niadh, que significa “campeão” acrescido da partícula son, que significa “filho”, da qual resulta “filho de Neil ou Niel”, “filho do campeão”. Assim decorre a origem de Niel’son, o mesmo que Nélson, em português, o qual, por extensão à variante feminina, significa “filha de Neil ou Niel”, “filha do campeão”.",Anglo-Saxônica,https://www.dicionariodenomesproprios.com.br/nilce/
Nilda,"Significa “Linda”, “suave”, “afável”, “guerreira”.
Nilda tem não só uma, mas duas ou mais possibilidades de étimos. Uma delas se refere ao anagrama de outro nome e também adjetivo “Linda”, outra faz referência à versão masculina “Nildo”.",Espanhola,https://www.dicionariodenomesproprios.com.br/nilda/
Nildete,"Dimnutivo de Nilda, nome que em si já é um diminutivo de vários nomes terminados em nilda.
Como Nilda é um anagrama de Linda, esse é outro dos significados do diminutivo Nildete.",,https://www.dicionariodenomesproprios.com.br/nildete/
Nilma,"Significa “recém-chegada”; “famosa por vencer com o povo” ou “famosa pelo fato de conduzir o povo à vitória”.
O nome Nilma é a forma portuguesa, o próprio aportuguesamento do sobrenome inglês Newman, que significa “recém-chegado”.","Inglesa, Nórdica",https://www.dicionariodenomesproprios.com.br/nilma/
Nilme,Veja Nilma,Grega,https://www.dicionariodenomesproprios.com.br/nilme/
Nilza,"Significa ""filha do campeão"" ou ""filha da nuvem"".
Nilza é uma variante de Nilsa e feminino do nome Nilson, uma variante do nome Nelson.",Anglo-Saxônica,https://www.dicionariodenomesproprios.com.br/nilza/
Nimue,"Significa ""dama do lago"" ou ""feiticeira"". 
Esse nome surge com as lendas arturianas, apresentando significado desconhecido. Foi dado à uma mulher que tem a designação de dama do lago, além de ser uma feiticeira, devido a isso o nome ganha esses sentidos.",Mitológica,https://www.dicionariodenomesproprios.com.br/nimue/
Nina,"Significa ""menina"", ""graciosa"", ""protetora da fertilidade e mares"", ""fogo"".
O nome Nina pode ter diversas origens diferentes. Nina é normalmente usado como diminutivo de nomes com essa terminação, como Antonina e Giannina, de origem italiana.","Hebraica, Italiana, Indígena, Espanhola, Assíria",https://www.dicionariodenomesproprios.com.br/nina/
Ninive,"Significado “da cidade de Nínive”; “bela, adorável”.
A origem do nome Nínive ou Ninive (sem acento) é desconhecida. Embora tenha chegado até nós através do latim, e que seja citado na Escritura Sagrada como o nome de uma cidade, não é possível confirmar qual o seu étimo.",Bíblica,https://www.dicionariodenomesproprios.com.br/ninive/
Nirvana,Aquela que possui quietude Perpétua.,Grega,https://www.dicionariodenomesproprios.com.br/nirvana/
Nise,"Significa ''casta'',''pura''.
Esse nome é um anagrama do nome Inês, o qual tem o mesmo significado que Agnes.","Grega, Latina",https://www.dicionariodenomesproprios.com.br/nise/
Nita,Grande urso.,Indígena,https://www.dicionariodenomesproprios.com.br/nita/
Nívea,"Significa “da neve”, “branca como a neve”.
Tem origem no latim nivens e significa literalmente “da neve, branca como a neve”.",Latina,https://www.dicionariodenomesproprios.com.br/nivea/
Nívia,"Significa “da neve”, “branca como a neve”.
É uma variante de Nívea, que deriva da palavra do latim nivens, que quer dizer literalmente “da neve, branca como a neve”.",Latina,https://www.dicionariodenomesproprios.com.br/nivia/
Noéa,A que consola.,Hebraica,https://www.dicionariodenomesproprios.com.br/noea/
Noeli,"Significa “Natal”, ""nascida no dia de Natal”.
O nome Noélia tem origem francesa. Surge de Noellie, que por sua vez surge como versão feminina de Noel.",Portuguesa,https://www.dicionariodenomesproprios.com.br/noeli/
Noélia,"Feminino de Noel, que vem do francês e quer dizer Natal. Sempre cumpre com seus compromissos laborais. Valoriza o dinheiro porque confere autonomia e poder de decisão. Sua timidez impede que manifeste seus sentimentos.",,https://www.dicionariodenomesproprios.com.br/noelia/
Noemia,"Significa “meu deleite”, “minha doçura”.
A partir do francês Noémie, tem origem no hebraico Naami, Naomi, derivado de na’am “agradabilidade, doçura, deleite”, por extensão significa “meu deleite, minha doçura”.","Hebraica, Francesa",https://www.dicionariodenomesproprios.com.br/noemia/
Nola,Iluminada.,Havaiana,https://www.dicionariodenomesproprios.com.br/nola/
Noleka,Aquela que vem do norte.,Havaiana,https://www.dicionariodenomesproprios.com.br/noleka/
Nolemana,Regra a ser seguida.,Havaiana,https://www.dicionariodenomesproprios.com.br/nolemana/
Nolina,Mulher honrada.,Havaiana,https://www.dicionariodenomesproprios.com.br/nolina/
Nona,Vovó.,Latina,https://www.dicionariodenomesproprios.com.br/nona/
Nora,"Significa “a reluzente”, “a resplandecente”; “mulher honrada”, “mulher com princípios”.
Nora é um nome norueguês que apresenta não só uma, mas duas possibilidades de étimos, um dos quais francês e outro irlandês.",Norueguesa,https://www.dicionariodenomesproprios.com.br/nora/
Norabel,"Significa ""mulher honrada e reluzente""; ‘’mulher honrada em que Deus é juramento’’ ou ‘’mulher bela e reluzente’’. 
Esse nome tem a origem incerta, possivelmente surgiu com a composição de dois nomes: Nora e Belle.","Hebraica, Francesa, Norueguesa",https://www.dicionariodenomesproprios.com.br/norabel/
Nórcia,Deusa da Fortuna.,Latina,https://www.dicionariodenomesproprios.com.br/norcia/
Norina,Variante de Nora.,Latina,https://www.dicionariodenomesproprios.com.br/norina/
Norma,"Significa “mulher do Norte”.
É a variante feminina de Nórman, originado no inglês antigo Northman, a partir do alemão antigo Nordemann, significa literalmente “homem do Norte”. No caso da versão feminina é atribuído o oposto “mulher do Norte”.","Inglesa, Alemã",https://www.dicionariodenomesproprios.com.br/norma/
Nour,"Significa “luz”, “iluminação”.
Esse nome é unissex, tem origem árabe, como نور, e significa “luz”, “iluminação”. Sua principal variante é Nur. Al-Nur é um dos 99 nomes de Alá, que é Deus em árabe.",Árabe,https://www.dicionariodenomesproprios.com.br/nour/
Núbia,"Significa “ouro”, “dourada”, ""perfeita como o ouro"".
Núbia é um nome egípcio, que chegou à língua portuguesa através do nome em latim Nubae. Tem como étimo a palavra nub, que literalmente significa “ouro”.","Africana, Egípcia",https://www.dicionariodenomesproprios.com.br/nubia/
Nuna,Peixe.,Hebraica,https://www.dicionariodenomesproprios.com.br/nuna/
Núncia,Aquela que espalha as notícias.,Latina,https://www.dicionariodenomesproprios.com.br/nuncia/
Nuria,"Significa “luminosa”, “iluminada”; “lugar entre colinas”.
O nome Nuria apresenta pelo menos duas possibilidades de étimos, uma árabe e outra basca.","Árabe, Basca",https://www.dicionariodenomesproprios.com.br/nuria/
Ocirema,Anagrama do nome América.,Teutônica,https://www.dicionariodenomesproprios.com.br/ocirema/
Ocrísia,"Casada com rei mas foi levada, escondida, como escrava.",Grega,https://www.dicionariodenomesproprios.com.br/ocrisia/
Octavia,"Significa ""oitava"", ""oitava filha"".
Esse nome é a versão feminina do masculino Octavio, o qual tem origem do latim Octavius, da palavra romana octavus, que significa ""oitavo"".",Latina,https://www.dicionariodenomesproprios.com.br/octavia/
Odélia,"Feminino de Odélio, que significa pequeno saudável, vem do anglo-francês. Confere à portadora uma sorte incrível, o segredo de uma felicidade durável junto com os seus.",Francesa,https://www.dicionariodenomesproprios.com.br/odelia/
Odemara,Aquela que possui bens.,Germânica,https://www.dicionariodenomesproprios.com.br/odemara/
Odemira,Aquela que comanda o fluxo no rio.,Árabe,https://www.dicionariodenomesproprios.com.br/odemira/
Odessa,"Provém da palavra odysseia, a grande jornada.",Grega,https://www.dicionariodenomesproprios.com.br/odessa/
Odete,"Significa “rica”, “cheia de bens”, “virtuosa”.
Tem origem no nome francês Odette, o qual é diminutivo de Oda, que por sua vez vem do germânico od, ot.","Francesa, Germânica",https://www.dicionariodenomesproprios.com.br/odete/
Odila,"Significa “rica”, “proprietária”, “poderosa”.
É o mesmo que Odália e Odélia, que vêm do germânico Odelia, derivado a partir da raiz od, ot, elementos que dão ideia de bens, posses, riquezas, dando origem ao significado de “rica, proprietária, poderosa”.",Germânica,https://www.dicionariodenomesproprios.com.br/odila/
Odilia,"Significa “pátria” ou “riqueza” ,“fortuna. 
Este nome possui origem germânica através do elemento odal, que significa ""pátria"" ou aud, que significa ""riqueza"" e ""fortuna"".",Germânica,https://www.dicionariodenomesproprios.com.br/odilia/
Odória,Deusa dos perfumes e odores.,Latina,https://www.dicionariodenomesproprios.com.br/odoria/
Ofélia,"Significa “ajuda, socorro”, “ela ajuda”, “ela socorre”.
A origem do nome Ofélia é grega. Surge do grego Ophéleis que significa literalmente “ajuda, socorro”.","Grega, Portuguesa",https://www.dicionariodenomesproprios.com.br/ofelia/
Ohana,"Significa “família” ou “dom da graça de Deus”.
Ohana é um bonito nome que tem origem no havaiano - língua indígena das ilhas do Havaí - e significa ""família"", no sentido mais completo do termo.","Hebraica, Havaiana",https://www.dicionariodenomesproprios.com.br/ohana/
Oldaíra,O brilho do tempo.,Grega,https://www.dicionariodenomesproprios.com.br/oldaira/
Olga,"Significa “santa”, “sublime”, “consagrada a Deus”.
Tem origem russa, porém reproduz o nome escandinavo Halag, que significa “santa”, “sublime”, “consagrada a Deus”.","Escandinava, Russa",https://www.dicionariodenomesproprios.com.br/olga/
Olímpia,"Significa “consagrada a Zeus olímpico”, “consagrada a Zeus do Olimpo”.
Vem do grego Olympía, é a variante feminina de Olímpio, que deriva do grego olympos, que significa “consagrado a Zeus olímpico”.",Grega,https://www.dicionariodenomesproprios.com.br/olimpia/
Olinda,"Significa ""figo verde"" ou “ó linda”, ""bela"".
Tem origem no grego Olyntha que significa ""figo verde"".",Grega,https://www.dicionariodenomesproprios.com.br/olinda/
Oneida,"Significa “pedra que está de pé”, “pedra erguida”.
É um nome norte-americano com origem no iroquês oneiuts, onenhiote, que significa “pedra erguida”. Deriva também do inglês antigo onenyote, composto por neny, que quer dizer “pedra” e ot, que significa “ficar de pé”.",Americana,https://www.dicionariodenomesproprios.com.br/oneida/
Oneide,"Significa “pedra que está de pé”, “pedra erguida”.
É uma variante de Oneida, nome norte-americano vindo do iroquês oneiuts, onenhiote, que quer dizer “pedra erguida”.",Inglesa,https://www.dicionariodenomesproprios.com.br/oneide/
Onélia,Que descende de Noel.,Francesa,https://www.dicionariodenomesproprios.com.br/onelia/
Opala,"Significa “joia”, “pedra preciosa”.
Opala é um nome que tem origem sânscrita. Vem de upala e chegou até nós através do grego e do latim.","Mitológica, Sânscrita",https://www.dicionariodenomesproprios.com.br/opala/
Opelia,Mulher serpente.,Havaiana,https://www.dicionariodenomesproprios.com.br/opelia/
Ophelia,"Significa “ajuda, socorro”, “ela ajuda”, “ela socorre”.
Ophelia tem origem a partir do grego Ophéleis que significa literalmente “ajuda, socorro”. Por extensão, carrega o sentido de “ela ajuda”, “ela socorre”.",Grega,https://www.dicionariodenomesproprios.com.br/ophelia/
Oriana,"Significa “ouro”, ou “nascer do sol”, “amanhecer”.
É um nome de origem incerta e pode ter origem no latim aurum, que quer dizer “ouro” ou no espanhol oro, ou ainda no francês or.",Latina,https://www.dicionariodenomesproprios.com.br/oriana/
Oricema,Rio de gruta mal cheirosa.,Indígena,https://www.dicionariodenomesproprios.com.br/oricema/
Orquídea,"Nome dado a todas as flores da família Orchidaceae, e tem como principal significado ""flor com fragrância"".
Orquídea vem da palavra grega órkhis e significa literalmente ""em forma de testículos"". As flores desta família receberam este nome porque o primeiro gênero a ser descrito apresentava uma raiz com essa forma. As demais flores da família acabaram por herdar o mesmo nome.",Grega,https://www.dicionariodenomesproprios.com.br/orquidea/
Ortígia,Epíteto grego de Astéria.,Mitológica,https://www.dicionariodenomesproprios.com.br/ortigia/
Oscarina,"Significa “lança de Deus”, “combatente divina” ou “amante dos cervos”.
É a variante feminina de Oscar, nome originado no inglês antigo Osgar, formado pelos elementos os que quer dizer “Deus”, e gar que significa “lança”.","Inglesa, Gaélica",https://www.dicionariodenomesproprios.com.br/oscarina/
Osnia,Deus ouviu.,Hebraica,https://www.dicionariodenomesproprios.com.br/osnia/
Osvaldina,"Significa “de Osvaldo”, “pertencente a Osvaldo”.
É a versão feminina de Osvaldino, uma forma relativa de Osvaldo, e significa “de Osvaldo, pertencente a Osvaldo”.",Germânica,https://www.dicionariodenomesproprios.com.br/osvaldina/
Otacília,A espiã.,Grega,https://www.dicionariodenomesproprios.com.br/otacilia/
Otávia,"Significa “a oitava” ou “a oitava filha”.
Esse nome é o feminino de Otávio, que tem origem a partir do latim Octavius, derivado de octavus, que quer dizer literalmente “o oitavo”.",Latina,https://www.dicionariodenomesproprios.com.br/otavia/
Otília,"Significa “rica”, “proprietária”, “poderosa”.
O mesmo que Odália e Odélia, nomes que tem origem no germânico Odelia, formado pelo tema od, ot, que dá ideia de bens, riqueza, posses, por extensão significa “rica, proprietária, poderosa”.",Germânica,https://www.dicionariodenomesproprios.com.br/otilia/
Otinga,Água límpida.,Indígena,https://www.dicionariodenomesproprios.com.br/otinga/
Owena,Jovem lutador.,Havaiana,https://www.dicionariodenomesproprios.com.br/owena/
Oxana,Variante russa de Xênia.,Russa,https://www.dicionariodenomesproprios.com.br/oxana/
Paige,"Significa ""serva""; ""página"" ou ""garotinha"".
Esse nome feminino pode ter surgido de um sobrenome inglês que significa ""servo"" ou ""página"", no inglês médio.","Inglesa, Britânica, Americana",https://www.dicionariodenomesproprios.com.br/paige/
Pakelekia,Templo de reza.,Havaiana,https://www.dicionariodenomesproprios.com.br/pakelekia/
Paki,Mulher nobre.,Havaiana,https://www.dicionariodenomesproprios.com.br/paki/
Palakika,Vinda da europa.,Havaiana,https://www.dicionariodenomesproprios.com.br/palakika/
Palakine,Vinda da europa.,Havaiana,https://www.dicionariodenomesproprios.com.br/palakine/
Palani,Selvagem.,Havaiana,https://www.dicionariodenomesproprios.com.br/palani/
Palapala,Estranha. (Mesmo que Bárbara).,Havaiana,https://www.dicionariodenomesproprios.com.br/palapala/
Palapi,Moça delicada.,Havaiana,https://www.dicionariodenomesproprios.com.br/palapi/
Pallas,"Virgem, pura.",Grega,https://www.dicionariodenomesproprios.com.br/pallas/
Palma,Palmeira.,Latina,https://www.dicionariodenomesproprios.com.br/palma/
Palmira,"Significa “peregrino”, “palmeira”, “cidade das palmeiras” ou “aquela que nasceu rodeada de palmeiras”.
Palmira é um nome feminino e de origem a partir do árabe palmyra ou polomnitsa, que podem ser traduzidos como “palmeiras” ou “palmas”.",Árabe,https://www.dicionariodenomesproprios.com.br/palmira/
Paloma,"Significa “pomba”.
Paloma é um nome feminino de origem espanhola, que significa literalmente “pomba”.","Latina, Espanhola",https://www.dicionariodenomesproprios.com.br/paloma/
Pamela,"Significa “tudo mel”, “toda doce”.
É provavelmente um nome de origem grega, através da junção dos elementos pan, que significa “tudo, todos” e meli, que quer dizer “mel”, significando “tudo mel” e “toda doce”.",Grega,https://www.dicionariodenomesproprios.com.br/pamela/
Pamella,"Significa  “tudo mel”, “toda doce”.
É uma variação gráfica do nome Pamela, que possivelmente tem origem na união dos termos gregos pan, que significa “tudo, todos” e meli, que quer dizer “mel”, significando “tudo mel” e “toda doce”.",Grega,https://www.dicionariodenomesproprios.com.br/pamella/
Pamplona,Cidade da espanha.,Latina,https://www.dicionariodenomesproprios.com.br/pamplona/
Panda,Deusa invocada para a proteção em difíceis jornadas.,Romana,https://www.dicionariodenomesproprios.com.br/panda/
Pandora,"Significa “todos os presentes”.
O nome Pandora tem origem na união dos elementos gregos pan, que quer dizer “todos” e doron, que significa “presente”.",Grega,https://www.dicionariodenomesproprios.com.br/pandora/
Pane,"Divertida, alegre.",Havaiana,https://www.dicionariodenomesproprios.com.br/pane/
Paneki,Menina graciosa.,Havaiana,https://www.dicionariodenomesproprios.com.br/paneki/
Pantéia,De todos os deuses.,Grega,https://www.dicionariodenomesproprios.com.br/panteia/
Paola,"Significa “pequena” ou “de baixa estatura”.
Paola é a versão italiana de Paula, variante feminina de Paulo, que tem origem no nome vindo do latim Paullus, derivado de paullo, que significa “pequeno” ou “baixo”.","Latina, Italiana",https://www.dicionariodenomesproprios.com.br/paola/
Patience,Aquela paciente.,Inglesa,https://www.dicionariodenomesproprios.com.br/patience/
Patrícia,"Significa “nobre”, “de classe nobre”, “da mesma pátria” ou “compatriota”.
Patrícia tem origem do nome latim Patricius, que significa “patrício”, “nobre”, e era atribuído aqueles que representavam a nobreza na civilização da antiga Roma.",Latina,https://www.dicionariodenomesproprios.com.br/patricia/
Paula,"Significa “pequena”, “de baixa estatura” ou ""delicada"".
Paula é uma variante feminina de Paulo, nome originado do latim Paullus, a partir de paullo, que quer dizer “pequeno"" ou ""baixo”.",Latina,https://www.dicionariodenomesproprios.com.br/paula/
Paulete,Pequenina.,Francesa,https://www.dicionariodenomesproprios.com.br/paulete/
Paulina,"Significa “de Paula”, “pertencente a Paula”, “da pequena”, “pertencente aquela de baixa estatura”.
É uma forma relativa de Paula, versão feminina de Paulo, que tem origem a partir do nome do latim Paullus, que deriva da palavra paullo, que quer dizer “pequeno, baixo”.",Latina,https://www.dicionariodenomesproprios.com.br/paulina/
Pauline,"Significa “pequena”, “pessoa de baixa estatura” ou “delicada”.
Pauline é um nome feminino, derivado do latim paullo, que pode ser traduzido literalmente como “pequeno” ou “baixo”.","Latina, Francesa",https://www.dicionariodenomesproprios.com.br/pauline/
Pavuna,Lagoa de águas turvas.,Tupi,https://www.dicionariodenomesproprios.com.br/pavuna/
Peakalika,A que traz felicidade.,Havaiana,https://www.dicionariodenomesproprios.com.br/peakalika/
Pearl,Pérola rara.,Inglesa,https://www.dicionariodenomesproprios.com.br/pearl/
Pecúnia,Deusa do dinheiro.,Grega,https://www.dicionariodenomesproprios.com.br/pecunia/
Peddy,Diminutivo de Margareth.,Inglesa,https://www.dicionariodenomesproprios.com.br/peddy/
Pedrina,"Significa
Pedrina é um nome de Batismo, bem como um hipocorístico (termo afetivo) usado para mulheres chamadas de Petra, variante feminina de Pedro, que significa pedra.","Latina, Italiana",https://www.dicionariodenomesproprios.com.br/pedrina/
Peggy,Diminutivo de Margarida.,Inglesa,https://www.dicionariodenomesproprios.com.br/peggy/
Pei,Formosa.,Havaiana,https://www.dicionariodenomesproprios.com.br/pei/
Peike,Garotinha.,Havaiana,https://www.dicionariodenomesproprios.com.br/peike/
Pelena,Bonita.,Havaiana,https://www.dicionariodenomesproprios.com.br/pelena/
Pelike,Feliz.,Havaiana,https://www.dicionariodenomesproprios.com.br/pelike/
Penélope,"Significa “tela”, “trama”.
O nome tem origem no grego penelops, possivelmente derivado dos elementos pene, que significa “fio, fibra, trama” e ops, que quer dizer “rosto, olho”.",Grega,https://www.dicionariodenomesproprios.com.br/penelope/
Penina,"Significa “pedra preciosa”, ""pérola"".
Tem origem no hebraico Peninnah, que quer dizer “pedra preciosa”, ""pérola"".",Hebraica,https://www.dicionariodenomesproprios.com.br/penina/
Peônia,Deusa da medicina.,Latina,https://www.dicionariodenomesproprios.com.br/peonia/
Pepita,"Significa “aquela que acrescenta”, “acréscimo do Senhor” ou “Deus multiplica”.
Pepita é o diminutivo espanhol do nome Josefa, feminino de José, cuja origem é hebraica.",Espanhola,https://www.dicionariodenomesproprios.com.br/pepita/
Pércia,Aquela que rouba.,Grega,https://www.dicionariodenomesproprios.com.br/percia/
Perdida,Provém da palavra em latim Perdida.,Latina,https://www.dicionariodenomesproprios.com.br/perdida/
Perdita,Veja Perdida,Latina,https://www.dicionariodenomesproprios.com.br/perdita/
Perla,"Significa “pérola”.
Tem origem no italiano Perla, através da palavra perla, que quer dizer literalmente “pérola”.","Italiana, Espanhola",https://www.dicionariodenomesproprios.com.br/perla/
