nome,significado,origem,url
Aagje,Formosa,Grega,https://www.dicionariodenomesproprios.com.br/aagje/
Aaliyah,"Significa “elevada”, “sublime”; “mulher sensível”.
Aaliyah é um nome árabe que surge do feminino Aali, variante de Ali, que literalmente significa “elevado”, “sublime”.","Hebraica, Árabe",https://www.dicionariodenomesproprios.com.br/aaliyah/
Aaminah,Dama da paz e harmonia.,Muçulmana,https://www.dicionariodenomesproprios.com.br/aaminah/
Abá,Esperança.,Afro-Brasileira,https://www.dicionariodenomesproprios.com.br/aba/
Abana,"Cabelo forte, cabelo duro.",Tupi,https://www.dicionariodenomesproprios.com.br/abana/
Abati,"Cabelos dourados, loiro.",Tupi,https://www.dicionariodenomesproprios.com.br/abati/
Abayomi,"Nome feminino, ""encontro feliz"".",Yorubá,https://www.dicionariodenomesproprios.com.br/abayomi/
Abdera,Irmã de Diomedes.,Árabe,https://www.dicionariodenomesproprios.com.br/abdera/
Abe,Apelido carinhoso de abade.,Hebraica,https://www.dicionariodenomesproprios.com.br/abe/
Abella,Bonita.,Latina,https://www.dicionariodenomesproprios.com.br/abella/
Abeona,Divindade romana.,Romana,https://www.dicionariodenomesproprios.com.br/abeona/
Abnara,Luz da sabedoria.,Grega,https://www.dicionariodenomesproprios.com.br/abnara/
Abra,Mãe das multidões. Foi a favorita de Salomão.,Hebraica,https://www.dicionariodenomesproprios.com.br/abra/
Aca,"Acca Larentia, personagem da mitologia romana.",Latina,https://www.dicionariodenomesproprios.com.br/aca/
Acácia,"Significa “inocente”, “a que não tem malícia”, “sem maldade”.
O nome tem origem no grego akákios, que quer dizer “inocência”, “que não tem maldade”.",Grega,https://www.dicionariodenomesproprios.com.br/acacia/
Acalântis,Deusa dos pássaros.,Mitológica,https://www.dicionariodenomesproprios.com.br/acalantis/
Aceí,Ofertar vinho.,Indígena,https://www.dicionariodenomesproprios.com.br/acei/
Acemira,Palavra formada pela transposição das letras de Iracema.,Indígena,https://www.dicionariodenomesproprios.com.br/acemira/
Achila,Feminino de Aquiles.,Grega,https://www.dicionariodenomesproprios.com.br/achila/
Acidália,Aquela que cuida de todos.,Grega,https://www.dicionariodenomesproprios.com.br/acidalia/
Acilda,Variante latinizada de Gilda.,Latina,https://www.dicionariodenomesproprios.com.br/acilda/
Acília,Abreviação de Acilina.,Latina,https://www.dicionariodenomesproprios.com.br/acilia/
Acilina,Fruto do carvalho.,Latina,https://www.dicionariodenomesproprios.com.br/acilina/
Acindina,Feminino de acindino.,Latina,https://www.dicionariodenomesproprios.com.br/acindina/
Acira,Objeto cortante.,Indígena,https://www.dicionariodenomesproprios.com.br/acira/
Acirema,Anagrama de América.,Latina,https://www.dicionariodenomesproprios.com.br/acirema/
Aclima,Irmã gêmea e mulher de Caim.,Hebraica,https://www.dicionariodenomesproprios.com.br/aclima/
Actéia,Nome de Ceres.,Grega,https://www.dicionariodenomesproprios.com.br/acteia/
Açucena,"Significa “pureza”, ""flor de lis"" ou “flor branca”.
Açucena é um nome feminino, considerado como uma variação de Susana, originado a partir do hebraico Shoushannah, de shoushan, e que quer dizer literalmente “lírio” ou “flor branca”.",Hebraica,https://www.dicionariodenomesproprios.com.br/acucena/
Adail,"Significa guia e defensora. Indica uma pessoa que é capaz de ajudar as outras porque confia muito em si própria. Isso lhe abre as portas para o sucesso e ela pode se realizar como psicóloga, professora ou conselheira sentimental.",Árabe,https://www.dicionariodenomesproprios.com.br/adail/
Adalbéria,Feminino de adálbero.,Indígena,https://www.dicionariodenomesproprios.com.br/adalberia/
Adalfreda,"Significa “nobre”, “pacífico”, “pessoa de qualidade e méritos”, “majestoso”.
O nome Adalfreda vem do também germânico Adolf e é a junção de adal, que significa “nobre”, com frid, que significa “pacífico”.",Germânica,https://www.dicionariodenomesproprios.com.br/adalfreda/
Adalfrida,Variação de Adalfreda.,Germânica,https://www.dicionariodenomesproprios.com.br/adalfrida/
Adalgisa,"Significa “promessa nobre”,  “preciosa”, “lança de nobreza”. 
O nome feminino Adalgisa tem origem a partir do germânico e carrega os significados de “promessa nobre”, “preciosa” ou “lança de nobreza”.",Germânica,https://www.dicionariodenomesproprios.com.br/adalgisa/
Adália,A que exala perfume.,Latina,https://www.dicionariodenomesproprios.com.br/adalia/
Adalina,Variante de Adália.,Latina,https://www.dicionariodenomesproprios.com.br/adalina/
Adalvina,Feminino de Adalvino.,Germânica,https://www.dicionariodenomesproprios.com.br/adalvina/
Adalzira,Ornamento nobre.,Germânica,https://www.dicionariodenomesproprios.com.br/adalzira/
Adamantina,Forma feminina para Adamantino.,Grega,https://www.dicionariodenomesproprios.com.br/adamantina/
Adameire,Filha da força.,Hebraica,https://www.dicionariodenomesproprios.com.br/adameire/
Adamina,Vinda da terra vermelha.,Hebraica,https://www.dicionariodenomesproprios.com.br/adamina/
Addae,"""sol nascente"".",Latina,https://www.dicionariodenomesproprios.com.br/addae/
Addolorata,Variação italiana de Dolores.,Italiana,https://www.dicionariodenomesproprios.com.br/addolorata/
Adela,"Significa “nobre”, ""aquela que provêm de família nobre"", ""amiga da nobreza"", “a forte”.
A origem desse bonito nome feminino é germânica, vem de athal, que significa literalmente “nobre”.","Inglesa, Germânica",https://www.dicionariodenomesproprios.com.br/adela/
Adelaide,"Significa “de qualidade nobre”, “de nobre linhagem”.
Originado do nome germânico Adelheid, Adalheidis, composto pelos elementos adal, athal, que significa “nobre” e haidu, “espécie, qualidade, tipo”.",Germânica,https://www.dicionariodenomesproprios.com.br/adelaide/
Adele,"Significa “nobre”, ""aquela que provêm de família nobre"" ou ""amiga da nobreza"".
Adele é a variante italiana de Adélia. Tem origem no nome germânico Athala, cuja raiz é athal, e significa literalmente “nobre”.",Germânica,https://www.dicionariodenomesproprios.com.br/adele/
Adelfa,Irmã afetuosa.,Germânica,https://www.dicionariodenomesproprios.com.br/adelfa/
Adélia,"Significa “nobre”.
Com origem no germânico Athala, de athal, literalmente “nobre”.",Germânica,https://www.dicionariodenomesproprios.com.br/adelia/
Adelina,"Significa “serpente nobre”, “serpente da nobreza” ou “pequena nobre”.
É um nome com dois possíveis étimos, um a partir do germânico Ethelyna, composto pela junção dos elementos athal, que significa “nobre” e lind que quer dizer “serpente”, e significa “serpente nobre, serpente da nobreza”.",Germânica,https://www.dicionariodenomesproprios.com.br/adelina/
Adeline,"Significa “aquela que é nobre” ou “amiga da nobreza”.
Adeline é um nome feminino francês, originado a partir do germânico athal, que quer dizer “nobre” ou “nobreza”.","Francesa, Germânica",https://www.dicionariodenomesproprios.com.br/adeline/
Adelita,"Significa “de qualidade nobre”, “de nobre linhagem”, “a forte”.
Adelita é um hipocorístico (termo afetivo) usado para mulheres registadas com o nome Adelaide ou, ainda, Adela - nome usado mais frequentemente nas línguas inglesa e espanhola.",Latina,https://www.dicionariodenomesproprios.com.br/adelita/
Adelmarina,Feminino de Adelmarino.,Germânica,https://www.dicionariodenomesproprios.com.br/adelmarina/
Adeona,Divindade romana.,Romana,https://www.dicionariodenomesproprios.com.br/adeona/
Adila,"Significa “nobre”.
É uma variante de Adélia, nome que tem origem no germânico Athala, a partir da palavra athal, que quer dizer literalmente “nobre”.",Germânica,https://www.dicionariodenomesproprios.com.br/adila/
Adilah,Aquela que sabe repartir com justiça.,Muçulmana,https://www.dicionariodenomesproprios.com.br/adilah/
Adília,Provavelmente variação de Adélia.,Teutônica,https://www.dicionariodenomesproprios.com.br/adilia/
Adina,"Significa “meu Senhor”; “lugar de delícias”, “de qualidade nobre”, “o Senhor concedeu benefício”, “ornamento, beleza”; “delicada”.
Adina tem não só uma mas pelo menos três possibilidades de étimos.","Hebraica, Árabe, Italiana, Inglesa, Fenícia",https://www.dicionariodenomesproprios.com.br/adina/
Adira,Sensível,Hebraica,https://www.dicionariodenomesproprios.com.br/adira/
Adisa,"Limpa, brilhante.",Grega,https://www.dicionariodenomesproprios.com.br/adisa/
Adolfina,Feminino diminutivo de Adolfo.,Teutônica,https://www.dicionariodenomesproprios.com.br/adolfina/
Adonaide,Nome poético da deusa Vênus.,Grega,https://www.dicionariodenomesproprios.com.br/adonaide/
Adônica,Doce.,Latina,https://www.dicionariodenomesproprios.com.br/adonica/
Adora,"Significa ""adoração"".
Esse nome é de origem espanhola, sendo a versão encurtada de Adoración, a qual tem origem na palavra espanhola adoración, que é ""adoração"".",Espanhola,https://www.dicionariodenomesproprios.com.br/adora/
Adorabela,Dádiva formosa.,Latina,https://www.dicionariodenomesproprios.com.br/adorabela/
Adoriabelle,Adorável e bela.,Francesa,https://www.dicionariodenomesproprios.com.br/adoriabelle/
Adorinda,"Adorável, querida.",Latina,https://www.dicionariodenomesproprios.com.br/adorinda/
Adosinda,Variante de Adozina.,Latina,https://www.dicionariodenomesproprios.com.br/adosinda/
Adozina,Perfume doce.,Latina,https://www.dicionariodenomesproprios.com.br/adozina/
Adrastea,De quem não se pode escapulir.,Grega,https://www.dicionariodenomesproprios.com.br/adrastea/
Adrastéia,"Deusa da vingança, significa. ""aquela a que não se pode escapar"".",Grega,https://www.dicionariodenomesproprios.com.br/adrasteia/
Adria,"Significa “água” ou “aquela que é escura”.
Há dua possibilidades de origem para Adria, uma a partir do etrusco adria, que quer dizer “água”. Outra a partir do latim ater, que significa “preto, escuro”.","Latina, Etrusca",https://www.dicionariodenomesproprios.com.br/adria/
Adriana,"Significa ""aquela que vem da Ádria"" ou ""aquela que é escura"".
Adriana vem do nome em latim Adrianus, que significa ""natural da Ádria"".  Em etrusco, essa palavra é traduzida como ""água"".",Latina,https://www.dicionariodenomesproprios.com.br/adriana/
Adriane,"Significa ""aquela que vem da Ádria"", ""aquela que é escura"" ou ""morena"".
Adriane é uma variante do nome Adriana e é um dos femininos do nome Adriano.",Latina,https://www.dicionariodenomesproprios.com.br/adriane/
Adrianna,"Significa ""aquela que é escura"" ou ""aquela que pertence à Ádria"".
Adrianna é uma variante feminina do nome Adriana e Adriano. Este nome surgiu a partir do ​latim Adrianus, que significa ""natural da Ádria"".",Latina,https://www.dicionariodenomesproprios.com.br/adrianna/
Adrianne,"Significa ""aquela que é morena"", ""quem tem cor escura"" ou ""que pertence à Ádria"". 
Adrianne é uma variante feminina do nome Adriano. ​Este nome surgiu a partir do ​latim Adrianus, que significa ""natural da Ádria"".",Latina,https://www.dicionariodenomesproprios.com.br/adrianne/
Adrienne,"Significa “aquela que tem a cor escura”, “aquela que é morena” ou “aquela que veio de Ádria”.
Adrienne é uma variante feminina de Adriano, que se originou a partir do latim Adrianus e que significa “natural de Ádria”.",Latina,https://www.dicionariodenomesproprios.com.br/adrienne/
Ae-cha,"Significa ""filha amorosa e afetuosa"".
Esse nome feminino é composto pelos termos sino-coreanos ae, que quer dizer ""amor"", ""afeto"", e cha, que significa ""filha amorosa"". Sua escrita no alfabeto coreano é assim: 애차.",Coreana,https://www.dicionariodenomesproprios.com.br/ae-cha/
Aedona,Mulher de Zeto.,Grega,https://www.dicionariodenomesproprios.com.br/aedona/
Aegla,Brilho intenso.,Grega,https://www.dicionariodenomesproprios.com.br/aegla/
Aela,"Significa “mensageiro”, “anjo”, “redemoinho”. 
Aela é um nome com duas possibilidades de origem, a bretã e a grega. Este nome pode ser considerado a versão feminina do nome de origem bretã Ael, que possui os significados de “mensageiro” e “anjo”.","Grega, Bretã",https://www.dicionariodenomesproprios.com.br/aela/
Aélia,Senhoras nobres da Roma.,Latina,https://www.dicionariodenomesproprios.com.br/aelia/
Aelin,"Significa “a reluzente”, “a resplandecente”, ou “maçã”, “avelã” ou ainda “desejada”.
Esse nome feminino é a variante alemã de Eileen, nome com duas possibilidades de origem, uma onde é considerada uma variante irlandesa de Helena, que vem do grego Heléne que quer dizer “tocha”, derivado de hélê “raio de sol”, e significa “a reluzente, a resplandecente”.Outra possibilidade é que tenha surgido como uma forma inglesa do nome Eibhlin, uma versão irlandesa do inglês Aveline, derivado do nome de família alemão Avelina, é o mesmo que Evelyn, e significa “maçã ou avelã”.","Grega, Germânica, Alemã",https://www.dicionariodenomesproprios.com.br/aelin/
Aeron,Filha de pondaress.,Grega,https://www.dicionariodenomesproprios.com.br/aeron/
Aeropa,"Filha de Catreu, Rei de Creta.",Grega,https://www.dicionariodenomesproprios.com.br/aeropa/
Afife,"""honesta, casta"".",Árabe,https://www.dicionariodenomesproprios.com.br/afife/
Afonsina,"Significa “inclinação para a nobreza”, “apta para ser nobre”.
Afonsina é um hipocorístico (termo afetivo) que tem origem a partir do feminino de Afonso, o qual é formado pelas palavras germânicas adal, que significa “nobre” e funs, que significa “pronto”, de modo que sua junção exprime o sentido de aptidão para a nobreza.",Germânica,https://www.dicionariodenomesproprios.com.br/afonsina/
Afra,Aquela que veio da áfrica.,Latina,https://www.dicionariodenomesproprios.com.br/afra/
Afrodite,"Significa “espuma”, “espuma do mar” ou ""nascida da espuma do mar"". 
É um nome de origem obscura que possivelmente surgiu a partir do nome grego Aphrodite, que deriva da palavra aphrós, que quer dizer literalmente “espuma”.","Grega, Mitológica",https://www.dicionariodenomesproprios.com.br/afrodite/
Agar,"Significa “voo”, “emigração”, “fuga”.
Agar é um nome de origem hebraica, que surgiu a partir da palavra hâgâr, que significa “voo” e, por extensão, “emigração” e “fuga”.","Hebraica, Bíblica",https://www.dicionariodenomesproprios.com.br/agar/
Ágata,"Significa “boa”, “bondosa”.
Ágata tem origem a partir do grego Agathe, derivado da palavra agathós, que quer dizer “bom”.",Grega,https://www.dicionariodenomesproprios.com.br/agata/
Agatha,"Significa “boa, perfeita, respeitável, virtuosa”.
Surgiu a partir dos nomes gregos Agathe e Agathós, os quais por sua vez têm origem na palavra grega agathos, que significa “bom, perfeito, respeitável, virtuoso”.","Grega, Inglesa",https://www.dicionariodenomesproprios.com.br/agatha/
Agathé,"Significa ""boa, bondosa"".",Grega,https://www.dicionariodenomesproprios.com.br/agathe/
Agave,"Filha de Harmonia, casou-se com o Rei de Tebas.",Mitológica,https://www.dicionariodenomesproprios.com.br/agave/
Ágda,"Significa “boa”, “bondosa”.
É a versão nórdica e sueca do nome Ágata, que tem origem no nome grego Agathe, a partir da palavra agathós, que quer dizer “bom”.","Grega, Sueca, Nórdica",https://www.dicionariodenomesproprios.com.br/agda/
Agenora,Soberba.,Grega,https://www.dicionariodenomesproprios.com.br/agenora/
Aghata,"Significa “boa, perfeita, respeitável”.
Tem origem no nome grego Agathe, o qual deriva da palavra agathós, que quer dizer “bom, perfeito, respeitável”.",Grega,https://www.dicionariodenomesproprios.com.br/aghata/
Aglaê,Esplendorosa.,Grega,https://www.dicionariodenomesproprios.com.br/aglae/
Agláia,"Gloriosa, bela.",Grega,https://www.dicionariodenomesproprios.com.br/aglaia/
Agláia,"Gloriosa, bela.",Grega,https://www.dicionariodenomesproprios.com.br/aglaia/
Agnata,Parente por linha paterna.,Latina,https://www.dicionariodenomesproprios.com.br/agnata/
Agnes,"Significa ""pura"", ""casta"" ou, ainda, ""dócil como um cordeiro"".
O nome Agnes surgiu a partir do latim Agnes, que tem origem no grego hagnes, que quer dizer literalmente “pura, casta”.","Grega, Latina",https://www.dicionariodenomesproprios.com.br/agnes/
Agnese,Forma italiana de Agnes.,Italiana,https://www.dicionariodenomesproprios.com.br/agnese/
Agnodice,"A primeira mulher que, fingindo ser homem, estudou e exerceu a medicina.",Latina,https://www.dicionariodenomesproprios.com.br/agnodice/
Agostina,Forma espanhola de agostinha.,Espanhola,https://www.dicionariodenomesproprios.com.br/agostina/
Agripa,Dado à luz durante a noite.,Latina,https://www.dicionariodenomesproprios.com.br/agripa/
Águeda,"Agathé, ""boa, bondosa"".",Grega,https://www.dicionariodenomesproprios.com.br/agueda/
Aguilara,"Maneira espanhola, feminina de escrever aguiar.",Espanhola,https://www.dicionariodenomesproprios.com.br/aguilara/
Ahsley,Clareira na floresta.,Britânica,https://www.dicionariodenomesproprios.com.br/ahsley/
Aiça,O mesmo que Jesus.,Árabe,https://www.dicionariodenomesproprios.com.br/aica/
Aída,"Significa “a que retorna”.
Tem origem no árabe Aa’ida, que significa “a que retorna”.",Árabe,https://www.dicionariodenomesproprios.com.br/aida/
Aidê,"Significa ""modesta"", ""reverente"".
Esse nome é a forma francesa e espanhola de Haydée, o qual apresenta origem incerta.",Grega,https://www.dicionariodenomesproprios.com.br/aide/
Aila,"Significa “provedora da luz”, “do lugar de força”, “nobre”, ""aréola"" e ""carvalho"".
Com diversas possibilidades de origem, Aila é um nome medieval que possui diversos significados. No finlandês, Aila é o equivalente à Helga ou Olga, e significa “provedora da luz”. No gaélico, seu significado é “do lugar de força” e no Árabe significa “nobre”.","Árabe, Gaélica, Finlandesa",https://www.dicionariodenomesproprios.com.br/aila/
Aileen,"Significa “a reluzente”, “a resplandecente”, ou “maçã”, “avelã” ou ainda “desejada”.
Aileen é uma forma variante do nome inglês Eileen, o qual tem duas possibilidades de origem. A primeira é considerada uma variante irlandesa de Helena, que vem do grego Heléne que quer dizer “tocha”, derivado de hélê “raio de sol”, e significa “a reluzente, a resplandecente”.","Inglesa, Escocesa, Americana",https://www.dicionariodenomesproprios.com.br/aileen/
Ailika,Jogo de cores.,Havaiana,https://www.dicionariodenomesproprios.com.br/ailika/
Ailina,"Viva, esperta.",Havaiana,https://www.dicionariodenomesproprios.com.br/ailina/
Aima,Minha irmã.,Havaiana,https://www.dicionariodenomesproprios.com.br/aima/
Aimara,Vegetação.,Indígena,https://www.dicionariodenomesproprios.com.br/aimara/
Aimê,"Significa “a amada”.
Provavelmente surgiu a partir de uma variação fonética do nome francês Aimée, que vem da palavra francesa aimée, particípio passado do verbo aimer, que quer dizer “amar”, portanto aimée significa “a amada”.",Francesa,https://www.dicionariodenomesproprios.com.br/aime/
Aimée,"Significa “amada”, “a amada”. 
O nome feminino Aimée tem origem a partir do francês aimée, particípio passado do verbo aimer, que quer dizer “amar”. Dessa forma, Aimée significa “amada” ou “a amada”.",Francesa,https://www.dicionariodenomesproprios.com.br/aimee/
Aineki,Mulher casta.,Havaiana,https://www.dicionariodenomesproprios.com.br/aineki/
Airetama,"Casa de abelhas, colméia.",Indígena,https://www.dicionariodenomesproprios.com.br/airetama/
Aisha,"Significa ""viva"" ou ""a que está viva"".
Aisha é um nome que se originou a partir do árabe 'Aisha.",Árabe,https://www.dicionariodenomesproprios.com.br/aisha/
Aisó,Formosa.,Tupi,https://www.dicionariodenomesproprios.com.br/aiso/
Aixa,"Significa “viva”, “cheia de vida”, “mulher cheia de energia”, “vivaz”.
Aixa é uma variante do nome árabe Aisha, que significa “viva”.",Árabe,https://www.dicionariodenomesproprios.com.br/aixa/
Aiyra,"Significa “aquela que não tem dono”, “aquela cujo dono é desconhecido”; “respeitável”, “aquela que é respeitada”; “filha”, “filha do irmão”.
A origem do nome feminino Aiyra é incerta. Possivelmente tenha surgido da palavra árabe `A'irah, que tem o sentido de algo que não tem proprietário ou cujo proprietário é desconhecido.","Árabe, Indígena, Hindu",https://www.dicionariodenomesproprios.com.br/aiyra/
Ajira,Sobrinha.,Indígena,https://www.dicionariodenomesproprios.com.br/ajira/
Ajyra,"Filha do irmão, sobrinha.",Tupi,https://www.dicionariodenomesproprios.com.br/ajyra/
Akele,Mulher nobre.,Havaiana,https://www.dicionariodenomesproprios.com.br/akele/
Akeneki,Nova ovelha.,Havaiana,https://www.dicionariodenomesproprios.com.br/akeneki/
Alaíde,"Significa “de qualidade nobre”, “de nobre linhagem”.
Surgiu a partir de uma variação do nome francês Aleyde, que é o mesmo que Adelaide, que tem origem nos nomes germânicos Adelheid, Adalheidis, que são formados pelos elementos adal, athal, que significa “nobre” e haidu, “espécie, qualidade, tipo”.","Francesa, Germânica",https://www.dicionariodenomesproprios.com.br/alaide/
Alaina,Forma feminina de escrever Alam.,Latina,https://www.dicionariodenomesproprios.com.br/alaina/
Alana,"Significa ""harmoniosa""; ""bela"", ""formosa""; ""marco de conquista"".
Alana é a variante feminina de Alan, nome com quatro possibilidades de origens.","Celta, Gaélica",https://www.dicionariodenomesproprios.com.br/alana/
Alane,"Significa ""harmoniosa""; ""bela"", ""formosa""; ""marco de conquista"".
Alane possivelmente é a variante de Alana, que é a variante feminina de Alan, nome com quatro possibilidades de origens.A mais provável delas é que tenha surgido a partir do céltico Allan, Allen, através do gaélico Ailène, Ailin, que deriva de ail. Seu significado seria ""pedra” ou “rocha"", numa referência a um marco de conquista.Alan também pode ter vindo do céltico Alun, que significa ""harmonia” ou “verdadeira paz"".Ainda podem ser encontradas algumas fontes que associam a origem de Alan a uma palavra gaélica que quer dizer ""belo"", ""formoso"".Outra possibilidade de origem é através de uma tribo de um povo iraniano que migrou para a Europa nos séculos IV e V. Conhecida como os alans ou alanos, essa tribo também pode ter dado origem ao nome Alana.","Celta, Gaélica",https://www.dicionariodenomesproprios.com.br/alane/
Alanis,"Significa ""pedra"", ""rocha"", ou ""harmonia"", ou ainda ""bela"", ""formosa"".
É uma variante inglesa feminina do nome Alan, que tem um significado incerto, com quatro possibilidades de origens. No entanto, o mais provável é que tenha sido originado a partir do gaélico Ailin, do substantivo ail, que significa ""pedra, rocha"".","Celta, Inglesa, Gaélica",https://www.dicionariodenomesproprios.com.br/alanis/
Alanna,"Significa ""pedra"", ""rocha"", ou ""harmonia"", ou ainda ""bela"", ""formosa"".
É a variante feminina inglesa de Alan, nome de significado incerto, com quatro possíveis origens, a mais provável é a partir do gaélico Ailin, derivado do substantivo comum ail, que significa ""pedra, rocha"".","Celta, Inglesa, Gaélica",https://www.dicionariodenomesproprios.com.br/alanna/
Alarice,Aquela que governa com soberania.,Latina,https://www.dicionariodenomesproprios.com.br/alarice/
Alawara,Aquela que tudo guarda.,Latina,https://www.dicionariodenomesproprios.com.br/alawara/
Alba,"Significa ""alva"", ""muito branca"", ou também ""alvorada"".
O nome Alba tem origem no latim, justamente na palavra alba, de albus, cognome que significa ""muito branco, muito claro"".",Latina,https://www.dicionariodenomesproprios.com.br/alba/
Alberta,"Nobre, ilustre.",Latina,https://www.dicionariodenomesproprios.com.br/alberta/
Albertina,"Significa “de Alberta”, “pertencente a Alberta”, “da natureza de Alberta”.
Albertina é uma forma relativa de Alberta, versão feminina de Alberto, que é uma variante do nome Adalberto",Germânica,https://www.dicionariodenomesproprios.com.br/albertina/
Albina,"Alva, branca.",Latina,https://www.dicionariodenomesproprios.com.br/albina/
Alcaçova,Do castelo de Alcaçova de lisboa.,Portuguesa,https://www.dicionariodenomesproprios.com.br/alcacova/
Alcídia,Feminino de alcídio.,Grega,https://www.dicionariodenomesproprios.com.br/alcidia/
Alcina,"Significa “espírito forte”, “defensor da mente”.
Alcina é o feminino de Alcino, cuja origem é grega.","Grega, Portuguesa",https://www.dicionariodenomesproprios.com.br/alcina/
Alcinda,Variação de Alcione,,https://www.dicionariodenomesproprios.com.br/alcinda/
Alcione,"Significa “aquela que faz o ninho no mar”.
Tem origem no grego Alkuon, formado pelos elementos als, que quer dizer “mar” e kuon, que significa “que faz o ninho”.",Grega,https://www.dicionariodenomesproprios.com.br/alcione/
Alcipe,Filha de Marte e Agloura.,Grega,https://www.dicionariodenomesproprios.com.br/alcipe/
Alcmena,Filha do rei de micenas.,Mitológica,https://www.dicionariodenomesproprios.com.br/alcmena/
Alda,"Significa “aquela que é nobre” ou “a sábia”, “que possui riqueza interior”.
É um nome de origem germânica com duas possibilidades de significados.",Germânica,https://www.dicionariodenomesproprios.com.br/alda/
Aldaíra,Variação de Alda.,Latina,https://www.dicionariodenomesproprios.com.br/aldaira/
Aldara,Variação de Alda.,Latina,https://www.dicionariodenomesproprios.com.br/aldara/
Alden,Aquela que vive de sonhos.,Inglesa,https://www.dicionariodenomesproprios.com.br/alden/
Alderita,Derivado de Alda.,Teutônica,https://www.dicionariodenomesproprios.com.br/alderita/
Alderiva,Variação de alteriva.,Latina,https://www.dicionariodenomesproprios.com.br/alderiva/
Aldevina,Feminino de aldevino.,Germânica,https://www.dicionariodenomesproprios.com.br/aldevina/
Aldevira,Variação de Altevira.,Italiana,https://www.dicionariodenomesproprios.com.br/aldevira/
Aldina,Variação diminutiva de Alda.,Teutônica,https://www.dicionariodenomesproprios.com.br/aldina/
Aldora,Personagem de,Grega,https://www.dicionariodenomesproprios.com.br/aldora/
Alécia,Aquela que está molhada pela água do mar.,Grega,https://www.dicionariodenomesproprios.com.br/alecia/
Alegria,"Significa “mulher alegre”, “mulher entusiasmada”.
Alegria é um nome feminino que reflete entusiasmo e prazer.",Portuguesa,https://www.dicionariodenomesproprios.com.br/alegria/
Aléia,Alameda.,Latina,https://www.dicionariodenomesproprios.com.br/aleia/
Aleit,Variante para Adelaide.,Germânica,https://www.dicionariodenomesproprios.com.br/aleit/
Alejandra,"Significa ""protetora do homem"" ou ""defensora da humanidade"".
Esse nome é a variante espanhola de Alexandra, que é a forma feminina de Alexandre, que tem origem no nome grego Aléxandros, do verbo aléxo, que quer dizer ""repelir, defender ou proteger"", unido ao vocábulo andrós, que significa ""homem"", de modo que significa ""a protetora da humanidade"".","Grega, Espanhola",https://www.dicionariodenomesproprios.com.br/alejandra/
Aleka,Protetora.,Havaiana,https://www.dicionariodenomesproprios.com.br/aleka/
Alekena,Sonhadora.,Havaiana,https://www.dicionariodenomesproprios.com.br/alekena/
Alekona,Mulher famosa.,Havaiana,https://www.dicionariodenomesproprios.com.br/alekona/
Aleluia,Louva ao senhor.,Hebraica,https://www.dicionariodenomesproprios.com.br/aleluia/
Alena,"Significa ""a que vive na Torre de Deus"", ""habitante de Magdala"" ou “a reluzente”, “a resplandecente”.
Esse nome tem diversas possíveis origens, pode ser a forma encurtada de Madalena ou Helena.",Grega,https://www.dicionariodenomesproprios.com.br/alena/
Alene,"Significa “pequena nobre”, “a que vive na torre de Deus”, “a reluzente” ou “a preciosa”.
​Alene é um nome feminino com diversas prováveis origens etimológicas. Uma das principais teorias sugere que este nome tenha se originado a partir do germânico Ethelyna, formado pela união dos termos athal, que significa “nobre” e lind, que simboliza “força” ou “proteção”.","Grega, Hebraica, Britânica",https://www.dicionariodenomesproprios.com.br/alene/
Alenica,Hipocorístico russo de Helena.,Latina,https://www.dicionariodenomesproprios.com.br/alenica/
Alepeka,Ilustre.,Havaiana,https://www.dicionariodenomesproprios.com.br/alepeka/
Alesha,Variante germânica de Alícia.,Germânica,https://www.dicionariodenomesproprios.com.br/alesha/
Alessa,"Significa ""protetora do homem"" ou ""defensora da humanidade"".
É uma forma encurtada de Alessandra, variante italiana de Alexandra, versão feminina de Alexandre.","Grega, Italiana",https://www.dicionariodenomesproprios.com.br/alessa/
Alessandra,"Significa ""protetora do homem"", ""defensora da humanidade"", ""aquela que repele os inimigos"".
Alessandra é uma variante italiana de Alexandra, versão feminina de Alexandre, nome originado no grego Aléxandros.","Grega, Italiana",https://www.dicionariodenomesproprios.com.br/alessandra/
Alessia,"Significa “aquela que protege”, “aquela que repele as coisas más”.
Alessia é um nome italiano. É a forma feminina de Alessio (originalmente Alexis) e significa “aquela que protege”, “aquela que repele as coisas más”.","Grega, Italiana",https://www.dicionariodenomesproprios.com.br/alessia/
Alete,Que tem asas.,Latina,https://www.dicionariodenomesproprios.com.br/alete/
Alethea,Verdade suprema.,Grega,https://www.dicionariodenomesproprios.com.br/alethea/
Alethia,A que não conhece a mentira.,Grega,https://www.dicionariodenomesproprios.com.br/alethia/
Alexa,"Significa “protetora da humanidade” ou “aquela que afasta os inimigos”.
Alexa é considerada uma variação germânica de Alexandra, nome derivado a partir do grego Aléxandros, que consiste na junção dos elementos aléxo, que quer dizer “repelir” ou “proteger”, e andrós, relativo a “o ser humano” ou “humanidade”.","Grega, Germânica",https://www.dicionariodenomesproprios.com.br/alexa/
